Content,Emotion_predicted,Emotion_actual
Coming to the end of a loong day Good new be I get everything do Bad news I get ta wake up 4 45am tomorrow for work,worry,worry
someone would by my 90mm Mamiya MF lens Needs the money,worry,worry
Wango Tango be fuck AWSOME I love my baby for take me,love,worry
that the Statue of Liberty will completely reopen 2 weeks after our NYC trip,worry,worry
Yeah plan to do that actually Got a Kinokuniya discount card so I m go to splurge Just worry about be overwhelm,worry,happiness
Time Biology exam monday,worry,worry
I fell asleep on a plane watch Frost Nixon hope it work out better for you than it do for me,worry,sadness
Amen to that,happiness,worry
dishwasher safe except that the pattern might come off quot Blue Coat humour at its best Three cheer for Viz,happiness,happiness
Barbs try to figure out y the dsl aint connect I need my google Going home to my computer if it don t start work soon SMH,worry,worry
how sad I didnï ½t get it,sadness,sadness
play like 5 game of dota hahaha I wan na go home,happiness,sadness
have a good day one bad thing after another,worry,worry
Church in the morning Happy mother day,happiness,love
HATE when i see pregnant women smokingg its soo irresponsible n selfish its saad ultimately the baby be the one who suffer,sadness,hate
Aww here WAZ UUP Seriously glad y all have fun Too bad my invite get lose in the mail lol peace xo,happiness,sadness
Can t DM you since you don t follow me,worry,sadness
wish my drems could come true,sadness,sadness
morning world,happiness,happiness
just win for my tank set when the offspecs be allow to roll i get a 100,sadness,love
the next 2 hours to clean the house,worry,worry
hey girl i m sorry about your loss best wish,worry,love
Hi S plz follow me,happiness,worry
I totally do go and he be AMAZING He s be the reason I buy the tix He only do 3 songs But Blood Bank be 1,worry,happiness
free fillin app on my ipod be fun im addict,happiness,worry
ok dw but i think he s not,worry,worry
I have to figure out how this work I don t get it Hope you re do well,worry,worry
the happiness of this special day Another day that I can make the best one of my life,happiness,sadness
to XS with Nadia Yee,happiness,happiness
I can t get one either because of the dog I m pretty sure the bunny wouldn t survive a struggle with Tom,worry,sadness
YAY Busy be good,happiness,happiness
save me i dont want to pack anymore,worry,worry
No you silly goose,worry,hate
one of my model from a photo shoot stacey,happiness,worry
I Don t wan na leave i love it here,love,love
be make of fail right now Or maybe it s just me that it hat,worry,hate
a big moan for Dave Leyrock IM UP IN 8HRS pity me Coloursfest ahoy xo,sadness,happiness
More to thank for ff shout applemacbookpro aefpix BrienPeters and heap more Sry will be here all night i now realise,happiness,love
Saw Animal Collective in Oakland and they be AMAZING Now I be try to clean my room,worry,happiness
likee you a lott lott think you really hot hot 8 good night,happiness,love
lol dammit well then next time then,happiness,worry
man i need 2 find a siitter Val still aint fuckin wit me LOL,worry,happiness
google away,worry,hate
They turn out great And I have a killer workout before hand so no guilt,worry,happiness
Lol She s offer me a case of guiness can you one up her If you buy me two I ll stay Let s start the bid war,happiness,sadness
please don t,worry,worry
Morning Every1 Its gorgeous out again n im stick in work Wish i be at home chillin out Hopefully tha day go quick doh,sadness,happiness
i need sleepp lol happy mother day mummy,love,happiness
I know you didn t agree with It just anger me Sorry for go postal,worry,sadness
Hey I make us a house on the Sims Oh and you have like a perfect balance and i m always lack stuff like fun etc,happiness,love
So far with the exception of the rain my morning be Great But I win t let it dampen my day,happiness,happiness
My pleasure I can t be with my mom on Mother s Day But I can spread love,love,worry
glad that all get clear up I lah you Idk why Linda hat me though,worry,sadness
forget how much i love all these songs on my itunes i love shuffle and i love watch the prank from AP Tour,love,happiness
EVERY1 Giveaway at Mod Kid Emma pattern amp 25 GiftCert to HipFabric GO check it out,worry,happiness
lol sorry bout today do u get them amp what else R U guyz doinq cuz i have to C if im eligable howeva itz spell lol,worry,sadness
jfufnfwucnbqjic im bore,sadness,worry
from NYC convince on move to the LES by Fall,sadness,worry
a boat On the way out to Norrï ½ra Gon na chill for a while Party tonight,worry,happiness
the lovliest night last night but be ruin by doctor inability to warn me of side effect back again for more test,worry,happiness
day didnt do anything excite saw a movie,happiness,worry
wake up dont want to go into work at 4,worry,sadness
my feet ache,sadness,hate
the bus to NYC,sadness,happiness
Mother s Day to all the moms out there You be all amaze and we would be nowhere without you Thanks for be our moms,love,love
at school again almost weekend oh wait i get ta work from eight to four tonight,happiness,worry
for someone s SMS it s be weeks and nearly a month,worry,sadness
I m really hop I finish this Good Vs Evil contest entry in time Looking pretty good so far,happiness,love
artwork risk game with the boys startrek just what i need What a good day,happiness,happiness
I love camp fire I just wish the kid would try a bite harder to sing along,love,sadness
other then my shoe the club be cool Its fun and its poppin except 4 the ppl tryna dance wit me,happiness,happiness
sad be Hollyoaks,sadness,sadness
learn how to play Waiting for Love by P nk on acustic guitar epic,happiness,happiness
And until soy bean have TEETS soy quot milk quot be not milk,sadness,worry
can t believe tour be almost over,worry,worry
i like the sound of that,happiness,love
him way to much just cnt stop think of him nite nite folkkz,worry,sadness
i know that s why i recommend it,worry,worry
yet holdin on,worry,worry
i can see the box but when i type and submit nothing happen ive turn off pop up thingy too,worry,worry
the Pianist with my dad great movie,happiness,happiness
will never eat broadway pizza again feelin ill,sadness,worry
movie quot Jackass 3 quot cool movie,happiness,happiness
I have be run down all week go to bed around 8 30 each night because of my allergies It be miserable,worry,worry
one to go see Tiesto with,happiness,sadness
know 3 dish Torta Hotdog amp Itlog Hurrah for me,happiness,love
26 1c in our office Can people melt We re fight for air con because fan just don t help but can t find the budget,worry,sadness
want to go to work tonight,sadness,worry
just receive a mother day card from my lovely daughter wish my a happy mother day,love,love
the grandparents in Manhattan and drop off my sister for the week I wish I have an excuse to be so tire today,sadness,happiness
please don t tell me they ve cut the price of macbooks although if photoshop have be reduce that d be great,worry,sadness
watch the movie The Holiday I have forget what a feel good movie it be Lovely even,happiness,happiness
swear now my dog be have anxiety issue,worry,worry
miss da bus,sadness,worry
bum out i don t have even one testimonial on Flickr,sadness,sadness
find nemo with my nephew so cute,love,happiness
my way to school not feeln this rainy day at all But I have lot of FUN this weekend,happiness,sadness
I must have view that picture of me and from saturday morning about a mill time x,worry,love
dont want to be ugly anymore,sadness,sadness
wash my hair Because then it have to be dry amp straighten And then i find the grey hairs in the middle layer of my hair,worry,worry
5 of 3 0 expire today back on 2 2 1 until the public release I miss it already,sadness,sadness
the Twins handle the Mariners again Whoo hoo Tony,happiness,happiness
Gain an instant follower just use the tits tag in a tweet WTF Lesson learn Summer of Todd to get a new official tag,worry,hate
be play at 7 club impact tomorrow finally get shirt woopity doo i want a slurpee soo bad right now,happiness,happiness
cassidy be butcking that i be bitch lol cant ever win,worry,hate
